koi_period,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_smet,koi_srad,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_disposition
0.00857304842097643,0.00578813828100222,0.02060816814196369,0.0007115920779321758,0.0034916046745349823,8.370829272713168e-05,0.9959877271654473,0.07227549231879575,4.312606199137506e-05,0.014858981993690363,0.00011301699218478213,0.0004384922246642106,0.0039537477773973735,0.16666666666666666,0.0533033033033033,0.8432,0.8346456692913385,0.004430278492228554,0.002,0.7392736622207938,0.8029008863819502,0.7706743737957611,0.31988687109258707,0.7359767891682786,0.0022573363431151244,1.0
0.050527730906669226,0.023231842689502062,0.03180111445482875,0.0010112706928662141,0.00329102831682553,0.0001055953233943175,0.9949256549445361,0.03618929786575936,4.189546900733134e-06,0.04799893133182771,0.00019534297204669388,0.0002668917199268688,0.002849348956895314,0.16666666666666666,0.009384384384384385,0.50115,0.8346456692913385,0.004430278492228554,0.003,0.7364347313728642,0.803485092667204,0.770840077071291,0.3258410241143197,0.7340425531914894,0.004401805869074492,1.0
0.001335307075398961,0.050586742784649544,0.016627322202269073,0.009347195841247624,0.00024028237859745338,0.001281735234509934,0.7296436157658721,0.13434374677801836,0.0004110918000703973,0.0014182325277123384,0.0015895730108475238,0.010975577200720758,0.055838404364584135,0.0,0.23310810810810811,0.5,0.5748031496062992,0.0035934481103631604,0.0,0.7378247361936902,0.8010112812248189,0.7712947976878612,0.3163292646621018,0.7354642166344294,0.0032618510158013542,0.0
0.0020717160850693785,0.027790992705359972,0.011195835747214947,0.0006971288243156682,0.002161964538104311,0.00010252345944102827,0.9458343167335378,0.13547788431797092,0.00042685445177612584,0.0048339756578364215,9.62236794316496e-05,0.0005353836711278663,0.0045169911758534236,0.0,0.1933183183183183,0.6545,0.8070866141732282,0.005162505076360773,0.733,0.7380952380952381,0.8014705882352943,0.770728323699422,0.32048228639476034,0.7331721470019342,0.0011286681715575622,1.0
0.0065876202839798064,0.04634475103076435,0.03552126118030504,0.00026947934138277035,5.235360758533026e-06,0.001502525456152598,0.6568326646211943,0.1288792659037014,0.0003535996020068713,0.0008701655561756162,0.0003666693231826605,0.0008013879494022881,0.005267982373794825,0.0,0.06944444444444445,0.86065,0.7795275590551181,0.01077419116651694,0.0,0.7020997375328084,0.849536663980661,0.7712971098265896,0.252962191128312,0.8086073500967118,0.10079006772009029,0.0
0.014717836294533937,0.0020615287028227084,0.024777621908847018,0.005685215731576824,0.00399004149485985,0.0002181023406835358,0.9990559358036347,0.05237653366326425,1.4163341722720484e-05,0.022374615635264553,0.0007797517702408479,0.002675084694024672,0.017880216903928346,0.33333333333333337,0.0259009009009009,0.59095,0.84251968503937,0.003944178490997921,0.063,0.7382104022711448,0.800918614020951,0.7707630057803468,0.320646025602858,0.7338974854932302,0.0004966139954853273,1.0
0.0020203788160984186,0.032429432286711066,0.011836495578443088,0.01646519932909016,0.0019976438699721424,0.0004976419604328563,0.934033514278971,0.12856995566553253,0.00035094483961432756,0.004614062224952154,0.02357007046064725,0.13259875480292557,0.47536638430870154,0.0,0.16216216216216217,0.5761000000000001,0.7559055118110236,0.004657945581412521,0.0,0.7380598853714715,0.8012219983883966,0.7706897880539499,0.3199017564751414,0.7311411992263056,0.003386004514672686,1.0
0.00300259921249148,0.025015857913098637,0.02234854668675787,0.010581200639808058,0.0007115083841690309,0.0005571593245278353,0.9433561482180789,0.14733477678111145,0.0005828724409254299,0.004079291183362734,0.005583188095217069,0.035268572586873784,0.19233105459043368,0.0,0.14414414414414414,0.8331,0.7637795275590551,0.007654536728239334,0.0,0.7366449729498099,0.80088698630137,0.7707148362235068,0.320244120273891,0.733916827852998,0.00022573363431151243,1.0
0.0031769490085672,0.002021883920076118,0.018243888485170702,0.00015076495569847566,0.0019313909782108312,4.147016336940469e-05,0.9968137833372671,0.1148572017733787,0.00023065091870218805,0.006168562429072768,0.00010126232600980579,0.0007015561508296132,0.0055882580317404215,0.16666666666666666,0.13213213213213212,0.8025,0.7637795275590551,0.005014829126619821,0.009000000000000001,0.7390861856553645,0.8019137792103144,0.7707040462427746,0.32360821673116996,0.7325918762088975,0.00327313769751693,1.0
0.010471789407597555,0.09843799555978434,0.025537543142866638,0.020807646594910415,0.0013863583587024296,0.005776256181166247,0.9189284871371253,0.06815135580987731,3.496358942680038e-05,0.012324640416880462,0.00393230141158422,0.01275033120975199,0.06870465062343313,0.0,0.036036036036036036,0.577,0.7007874015748031,0.003944178490997921,0.895,0.7383041405538594,0.8009307010475425,0.7707129094412332,0.32016969336111933,0.7339555125725339,0.00014672686230248307,0.0
0.017832236353287335,0.031874405328258804,0.08748412617004034,0.01031854795413228,4.115363623287603e-05,0.0002726279258544198,0.9401699315553459,0.04443757088359625,8.144036714626455e-06,0.0050518291579119525,0.002042244270591726,0.00644022865817061,0.02371144267617922,0.0,0.02665165165165165,0.903,0.5669291338582677,0.002910446842811259,0.048,0.7382237934543897,0.8009971796937955,0.7706396917148363,0.32002083953557603,0.7341295938104448,0.00010158013544018058,0.0
0.017661777449972636,0.04222169362511893,0.033906284086295854,0.08595014088366083,0.001712703102201589,0.0018895803142670417,0.9769884352135946,0.06248066811011445,2.578714511507358e-05,0.018924540291661514,0.01675916244997736,0.04448026455298927,0.2558892067103272,0.16666666666666666,0.020645645645645645,0.50015,0.6929133858267716,0.004553341783679346,0.0,0.7377912582355778,0.8004699838839647,0.770616570327553,0.32008038106579334,0.7340909090909091,6.772009029345373e-05,0.0
0.01509245705970223,0.01157627656200444,0.06741917168585493,0.012123909123559228,0.0002106008218645645,0.0003018106334106675,0.9859570450790655,0.05186101659964945,1.3637919999196196e-05,0.008142352593080875,0.001767815706883826,0.005166080113815719,0.03350746021403249,0.0,0.024774774774774775,0.5056,0.7007874015748031,0.003562682287500462,0.0,0.7378756226900209,0.8005036261079777,0.7708477842003854,0.3194403096159571,0.7340038684719535,0.00045146726862302486,0.0
0.008372797513966856,0.015342530922930543,0.0229919514806184,0.001489715122500287,0.002106693931177428,9.177193560451595e-05,0.9873731413736136,0.05742860088668936,1.9279290083351704e-05,0.012262218210555096,0.0003080191013757814,0.0013211772259749408,0.00963035771477796,0.0,0.05405405405405406,0.5252,0.6614173228346456,0.003008897475971892,0.037000000000000005,0.7379881086292785,0.801410153102337,0.7707784200385357,0.31915748734742483,0.7339651837524178,0.0006659142212189616,1.0
0.005343382418384469,0.010228353948620362,0.010672848129885854,0.0022121835671520765,0.014256279181217876,0.00010636328938263982,0.9940995987727167,0.06041859985565523,2.305403036024987e-05,0.017667981278331878,0.0001887789827927421,0.0009289662297039329,0.00722276828608347,0.0,0.0807057057057057,1.0,0.8622047244094487,0.0028612215262309414,0.77,0.7372649847340511,0.8005237711522967,0.770680154142582,0.32167311699910683,0.7341392649903288,0.0012415349887133183,1.0
